NAME,Species,Origin, latitude, longitude
INDIAN,Brook Trout,Natural Occurrence,45.20831976,-62.62747601
JONES,White Perch,Natural Occurrence,44.90236011,-62.88837103
KEARNEY,Smallmouth Bass,Illegal Introduction,44.69628891,-63.69831622
KELLY,Brook Trout,Natural Occurrence,45.05095256,-62.32836721
KIELEY,Brook Trout,Natural Occurrence,44.67761728,-63.97384347
KINDERVATOR,Brook Trout,Natural Occurrence,45.04689377,-62.29712621
KINSAC,Chain Pickerel,Illegal Introduction,44.82484968,-63.65126758
LAND OF LAZINESS,Brook Trout,Natural Occurrence,44.70260714,-63.83035042
LAWRENCETOWN,White Perch,Natural Occurrence,44.66671798,-63.35683975
LAY,Brook Trout,Natural Occurrence,44.916022,-63.19462731
LEADER,Brook Trout,Natural Occurrence,44.73631291,-63.04995203
LEWIS,White Perch,Natural Occurrence,44.75071637,-63.38274902
LINDSAY,Brook Trout,Natural Occurrence,45.03186285,-63.00793433
LITTLE BEAVER,Brook Trout,Natural Occurrence,45.14069231,-62.75050295
LIZARD,Brook Trout,Natural Occurrence,44.66534114,-63.79175979
LONG BRIDGE,White Perch,Unknown,44.78807859,-63.20752088
LOWER BEAVER,Yellow Perch,Natural Occurrence,45.01775771,-62.76464301
LOWER EGMONT,Smallmouth Bass,Illegal Introduction,44.98800745,-63.29323215
MAJOR,Brook Trout,Natural Occurrence,44.74622405,-63.49728125
MARTIN,Brook Trout,Natural Occurrence,44.7429453,-63.39132508
MAYNARD,Brook Trout,Natural Occurrence,44.67053048,-63.55245845
MCCABE,Smallmouth Bass,Illegal Introduction,44.77705137,-63.75316886
MCGRATH,Brook Trout,Natural Occurrence,44.54809928,-63.71420479
MEISENERS,American Eel,Natural Occurrence,44.65004071,-63.96667264
MEISNER,White Perch,Natural Occurrence,44.68333268,-63.18333534
MICMAC,Brook Trout,Natural Occurrence,44.69231291,-63.55317032
MILLER,Smallmouth Bass,Illegal Introduction,44.81616211,-63.59353509
MOODY,Brook Trout,Natural Occurrence,44.53841327,-63.64762583
MOORE,Brook Trout,Natural Occurrence,45.10489405,-62.87923178
MOOSHORN,Brook Trout,Natural Occurrence,44.53511098,-63.71811146
MUDDY POND,Smallmouth Bass,Illegal Introduction,44.78834651,-63.61036645
MURPHYS,Brook Trout,Natural Occurrence,44.89025203,-62.46138584
MUSHABOOM,Yellow Perch,Natural Occurrence,44.88630621,-62.59591503
MUSKRAT,Brook Trout,Natural Occurrence,44.75899482,-62.94170194
NEWCOMBE,Brook Trout,Natural Occurrence,44.80898402,-62.80392463
NEWCOMBES,Brook Trout,Natural Occurrence,44.78061447,-62.98709481
NOWLIN,Brook Trout,Natural Occurrence,44.97789741,-62.36693991
OATHILL,Smallmouth Bass,Illegal Introduction,44.67387141,-63.55038323
OYSTER,White Perch,Natural Occurrence,44.78709635,-63.01049217
PACES,Brook Trout,Natural Occurrence,44.81309439,-63.21318783
PAPERMILL,Smallmouth Bass,Illegal Introduction,44.71525545,-63.68817875
PAUL MORRIS,White Perch,Natural Occurrence,44.94634643,-62.35904737
PEARL,Brook Trout,Natural Occurrence,44.85089511,-62.92085492
PENHORN,Rainbow Trout,Legal Introduction,44.67535825,-63.5406571
PETPESWICK,Brook Trout,Natural Occurrence,44.76551224,-63.1906715
PHILLIP,White Perch,Natural Occurrence,44.93955449,-62.82856373
POCKWOCK,Yellow Perch,Natural Occurrence,44.80058308,-63.83845595
PORTUGUESE COVE,Brook Trout,Natural Occurrence,44.52545747,-63.54240221
POT,Brown Bullhead,Natural Occurrence,44.90453998,-63.16911547
POWDER MILL,Chain Pickerel,Illegal Introduction,44.77483799,-63.61132368
POWERS POND,American Eel,Natural Occurrence,44.57662231,-63.55491891
PUDDLE,Yellow Perch,Natural Occurrence,44.66984979,-63.99764523
PUG HOLE,Brook Trout,Natural Occurrence,44.8550373,-62.92260844
QUODDY,White Sucker,Natural Occurrence,45.013974,-62.33162968
RIVER,White Perch,Natural Occurrence,44.92319007,-62.74288059
ROBISON,Brook Trout,Natural Occurrence,44.69574727,-63.42373403
ROCKY,Smallmouth Bass,Illegal Introduction,44.91168473,-63.47608018
RUSSELL,Chain Pickerel,Illegal Introduction,44.66328354,-63.52379317
SALMON RIVER BIG,White Perch,Natural Occurrence,44.98737975,-62.42366482
SANDY,Brook Trout,Natural Occurrence,44.73453262,-63.70098653
SCHMIDT,Brook Trout,Natural Occurrence,44.72040119,-63.75704221
SCRAGGY,Brook Trout,Natural Occurrence,44.95177456,-62.88164508
SELOAM,Brook Trout,Natural Occurrence,45.16564196,-62.50615789
SEVENTEEN MILE,Brook Trout,Natural Occurrence,45.18551804,-62.54528061
SHAW BIG,Brook Trout,Natural Occurrence,44.9683445,-63.11212462
SHAW LITTLE,Brook Trout,Natural Occurrence,44.95458216,-63.10063702
SHEEHAN,Brook Trout,Natural Occurrence,44.50142113,-63.62994484
SHELDRAKE,Golden Shiner,Natural Occurrence,44.67646227,-63.79777816
SNOW,Brook Trout,Natural Occurrence,44.68299123,-63.33407491
SOLDIER,Brook Trout,Natural Occurrence,44.8153812,-63.57011686
SPIDER,Brook Trout,Natural Occurrence,44.75504323,-63.53769779
SPRUCE HILL,Brook Trout,Natural Occurrence,44.57933819,-63.65411348
STILLWATER,Brook Trout,Natural Occurrence,44.67057042,-63.73677566
TANGIER,Yellow Perch,Natural Occurrence,44.83376755,-62.72926082
TANGIER GRAND,Brook Trout,Natural Occurrence,44.88751245,-62.82195626
TAYLOR,American Eel,Natural Occurrence,44.74378858,-63.82473757
TAYLOR BAY GRAND,Brook Trout,Natural Occurrence,44.91491116,-62.70675975
TEN MILE,Brook Trout,Natural Occurrence,45.14183698,-62.70226632
THIRD,Brook Trout,Natural Occurrence,44.85345062,-62.68203889
THOMAS,Smallmouth Bass,Illegal Introduction,44.80149479,-63.6094303
TOMAHAWK,Yellow Perch,Natural Occurrence,44.78635604,-63.80132562
TUCKER,Smallmouth Bass,Illegal Introduction,44.84040374,-63.68540293
VINEGAR,Brook Trout,Natural Occurrence,44.67922134,-64.05669267
WEBBER,Smallmouth Bass,Illegal Introduction,44.77407511,-63.7262232
WEEK'S,Brook Trout,Natural Occurrence,44.8016352,-62.89830158
WELSH,Golden Shiner,Natural Occurrence,44.5311733,-63.82147943
WHITES,Brook Trout,Natural Occurrence,44.53415352,-63.75490204
WILLIAM,Chain Pickerel,Illegal Introduction,44.76731843,-63.58607177
WILLIAMS,White Perch,Natural Occurrence,44.61962763,-63.59599135
WITHEROD,Brook Trout,Natural Occurrence,44.62752631,-63.63380335
WRIGHTS,Brook Trout,Natural Occurrence,44.7449225,-63.8779216
ARMSTRONG,Brook Trout,Natural Occurrence,44.82605729,-64.19292715
COCHRAN,Yellow Perch,Natural Occurrence,44.9220237,-63.92007134
COCKSCOMB,Smallmouth Bass,Illegal Introduction,44.92680989,-63.84836221
FALLS,Smallmouth Bass,Illegal Introduction,44.8521524,-64.24458083
FIVE MILE,Brook Trout,Natural Occurrence,44.87294889,-63.96532054
LITTLE ISLAND,White Sucker,Natural Occurrence,44.82034198,-64.31184341
MAITLAND,Brown Bullhead,Natural Occurrence,45.29414292,-63.50332234
MCGRATHS,Brook Trout,Natural Occurrence,45.00133193,-63.70486679
MEADOW,Brook Trout,Natural Occurrence,44.96861345,-64.08847097
MOCKINGIGH,Smallmouth Bass,Illegal Introduction,44.83069029,-64.2397037
NINE MILE,Chain Pickerel,Illegal Introduction,44.98464124,-63.50240782
NOEL,Chain Pickerel,Illegal Introduction,45.26893246,-63.73663685
NORTH CANOE,Brown Bullhead,Natural Occurrence,44.81713651,-64.32438047
NS SAND AND GRAVEL PIT,Chain Pickerel,Illegal Introduction,45.06668599,-63.50000116
PANUKE,Smallmouth Bass,Illegal Introduction,44.80709297,-64.10955632
PENTZ,Smallmouth Bass,Illegal Introduction,44.88214777,-63.81285984
PIGOTT,Smallmouth Bass,Illegal Introduction,44.92938038,-63.87749572
SAVAGE,Brook Trout,Natural Occurrence,44.91548176,-63.7701021
SHEY,American Eel,Natural Occurrence,45.01398594,-64.18755838
SHUBENACADIE,Chain Pickerel,Illegal Introduction,45.10735179,-63.39547221
UNIACKE,Smallmouth Bass,Illegal Introduction,44.89693543,-63.84669427
VALLEY,Brook Trout,Natural Occurrence,45.04858477,-63.76203202
ZWICKER,Smallmouth Bass,Illegal Introduction,44.80663859,-64.24116104
AINSLIE,Smallmouth Bass,Illegal Introduction,46.12655249,-61.17355737
CORMIER,Brook Trout,Natural Occurrence,46.49217107,-61.06629112
ETANG A JOHNNY A EUSEBE,Three Spine Stickleback,Natural Occurrence,46.66602437,-60.96648489
GLEN PONDS,Brook Trout,Natural Occurrence,45.86244584,-61.03079037
GRAND LAC,Brook Trout,Natural Occurrence,46.55864342,-61.02208895
HECTOR,Brook Trout,Natural Occurrence,45.64934552,-61.36409926
HORTON,Brook Trout,Natural Occurrence,45.67611765,-61.39222178
MACINTYRE,Brook Trout,Natural Occurrence,45.65378278,-61.2801459
O'LAW  SECOND,Brook Trout,Natural Occurrence,46.25694787,-60.95465071
PEMBROOKE,Brook Trout,Natural Occurrence,46.49781637,-60.99690265
PETIT LAC,White Perch,Natural Occurrence,46.54864696,-61.03213121
AYLESFORD,Chain Pickerel,Illegal Introduction,44.94658463,-64.66185121
BIRCH,Yellow Perch,Natural Occurrence,44.88173615,-64.85127783
BLACK DUCK,Smallmouth Bass,Illegal Introduction,44.71442064,-64.71648686
BLACK RIVER,White Perch,Natural Occurrence,44.93337346,-64.39823509
CHAIN,Brook Trout,Natural Occurrence,44.79710563,-64.75503373
CLOUD,Yellow Perch,Natural Occurrence,44.8614971,-64.88879093
COLWELL,Yellow Perch,Natural Occurrence,44.85178336,-64.58658186
COLWELL ROUND,Yellow Perch,Natural Occurrence,44.84585588,-64.598491
EAST TWIN,Brook Trout,Natural Occurrence,44.77985998,-64.79882525
ELL,Brook Trout,Natural Occurrence,44.74063178,-64.79172204
FOX,Brook Trout,Natural Occurrence,44.86307289,-64.81947806
HARDWOOD,Yellow Perch,Natural Occurrence,44.84580892,-64.64614453
HUDSON,Yellow Perch,Natural Occurrence,44.88997652,-64.53207633
LAKE PAUL,Chain Pickerel,Illegal Introduction,44.82833296,-64.67848666
LITTLE RIVER,White Perch,Natural Occurrence,44.95771191,-64.46734109
MACK,Brook Trout,Natural Occurrence,44.70623112,-64.76938963
MIDCONNER,Smallmouth Bass,Illegal Introduction,44.8422808,-64.73249061
MISTAKE,Brook Trout,Natural Occurrence,44.81056479,-64.80975758
MURPHY,Smallmouth Bass,Legal Introduction,44.90378862,-64.52243654
NIMCHIN PAGE,Brook Trout,Natural Occurrence,44.80419687,-64.70288646
NORTH TWIN,Smallmouth Bass,Illegal Introduction,44.86327001,-64.71963966
OAK,Brook Trout,Natural Occurrence,44.86078842,-64.75844881
PAUL,Smallmouth Bass,Unknown,44.86026016,-64.69213469
RANDALL,Yellow Perch,Natural Occurrence,44.89645388,-64.82616672
SHELL CAMP,Yellow Perch,Natural Occurrence,44.83910144,-64.80408431
SILVER,Smallmouth Bass,Illegal Introduction,45.11362037,-64.59516963
SOUTH RIVER,Yellow Perch,Natural Occurrence,44.90509592,-64.72784071
SOUTH TWIN,Smallmouth Bass,Illegal Introduction,44.84972539,-64.72238751
SUNKEN,Rainbow Trout,Legal Introduction,44.99465528,-64.45048431
TANNER,Brook Trout,Natural Occurrence,44.75025878,-64.78056134
TORMENT,Brown Bullhead,Natural Occurrence,44.73053303,-64.74038988
TUPPER,Banded Killifish,Natural Occurrence,45.01773295,-64.59000412
TURBITT,Yellow Perch,Natural Occurrence,44.83757815,-64.52580312
UPPER PALMER,Yellow Perch,Natural Occurrence,44.87871353,-64.78097466
UPPER SIXTY,Brook Trout,Natural Occurrence,44.7585996,-64.81116657
WEST TWIN,Brook Trout,Natural Occurrence,44.77741765,-64.80527111
ANDREW,Smallmouth Bass,Illegal Introduction,44.35046778,-64.64775987
BECKS,Smallmouth Bass,Illegal Introduction,44.34637792,-64.41570802
BEZANSON,Brook Trout,Natural Occurrence,44.63237547,-64.27185899
BIG MUSHAMUSH,Smallmouth Bass,Illegal Introduction,44.4890846,-64.54661952
BLYSTEINER,Smallmouth Bass,Illegal Introduction,44.42299216,-64.48654855
BUTLER,Smallmouth Bass,Illegal Introduction,44.71216553,-64.67435442
CAMP,Smallmouth Bass,Illegal Introduction,44.79320344,-64.44221694
CANORAN,Brook Trout,Natural Occurrence,44.59624276,-64.56444085
CARD,Brown Trout,Legal Introduction,44.73921771,-64.281361
CHINA,Yellow Perch,Natural Occurrence,44.24720459,-64.5579137
CLEARLAND,Brook Trout,Natural Occurrence,44.46105776,-64.3950581
COOLEN,Brook Trout,Natural Occurrence,44.67835525,-64.14647546
CORNWALL,American Eel,Natural Occurrence,44.52707609,-64.57295774
COVEY,Brook Trout,Natural Occurrence,44.41140511,-64.44946707
CROUSE,Smallmouth Bass,Illegal Introduction,44.36968382,-64.40204917
DAUPHINEES MILL,Brook Trout,Natural Occurrence,44.66194877,-64.11229631
DOREYS,Yellow Perch,Natural Occurrence,44.60175311,-64.54985838
FANCY,Smallmouth Bass,Illegal Introduction,44.32166136,-64.54449579
FITCH LITTLE,Smallmouth Bass,Illegal Introduction,44.2971624,-64.53863855
FITCH LONG,Smallmouth Bass,Illegal Introduction,44.2978152,-64.53025675
FOX POINT,Brook Trout,Natural Occurrence,44.60685084,-64.08450281
FRANEY,Smallmouth Bass,Illegal Introduction,44.71169292,-64.65738585
FRANK,Brook Trout,Natural Occurrence,44.51321261,-64.5859339
GARBER,Brook Trout,Natural Occurrence,44.36540622,-64.62305356
GOAT,Mummichog,Natural Occurrence,44.58262951,-64.21038502
GRANT,Yellow Perch,Natural Occurrence,44.49607327,-64.70091032
HALEY,Brown Trout,Legal Introduction,44.61420117,-64.69389489
HANNIGAR,Brook Trout,Natural Occurrence,44.62888306,-64.33336658
HARLEY,Brook Trout,Natural Occurrence,44.3916461,-64.71266002
HARRIS,Smallmouth Bass,Illegal Introduction,44.77917594,-64.46920664
HAYNES POND,Yellow Perch,Natural Occurrence,44.48074838,-64.6962272
HEBB,Chain Pickerel,Illegal Introduction,44.34439484,-64.56753668
HEBB MILL POND,Brown Bullhead,Natural Occurrence,44.32933803,-64.50901435
HENRY,Brook Trout,Natural Occurrence,44.60004916,-64.35088934
HIRTLE,Brook Trout,Natural Occurrence,44.47100681,-64.75113878
HOLBERT,Brook Trout,Natural Occurrence,44.61100441,-64.5711764
HOLLAHAN,Banded Killifish,Natural Occurrence,44.54205768,-64.10067054
HOWEL,Brown Trout,Legal Introduction,44.74601145,-64.43667205
HOWELL,American Eel,Natural Occurrence,44.74601145,-64.43667205
HUEY,Brook Trout,Natural Occurrence,44.390574,-64.7300305
HUTT,Brown Trout,Legal Introduction,44.58215843,-64.29438215
ISLAND,Smallmouth Bass,Illegal Introduction,44.24685565,-64.57677931
LARDER,Brook Trout,Natural Occurrence,44.61009497,-64.27583392
LEWIE,Yellow Perch,Natural Occurrence,44.34204076,-64.6577354
LITTLE JOE LONG,Brook Trout,Natural Occurrence,44.76024207,-64.27698637
LITTLE MUSHAMUSH,Smallmouth Bass,Illegal Introduction,44.50962889,-64.50482791
LITTLE WILES,Brook Trout,Natural Occurrence,44.40148676,-64.64338992
LONESOME,American Eel,Natural Occurrence,44.64994997,-64.52731896
MAPLE,Brook Trout,Natural Occurrence,44.63784195,-64.08212955
MATTHEW,White Perch,Natural Occurrence,44.32860585,-64.68375808
MILIPSIGATE,Chain Pickerel,Illegal Introduction,44.33328195,-64.60280042
MILLET,Yellow Perch,Natural Occurrence,44.62762132,-64.31015442
MINAMKEAK,Smallmouth Bass,Illegal Introduction,44.29348975,-64.60915051
NAAS,Smallmouth Bass,Illegal Introduction,44.44737822,-64.46654363
NEW CANADA,Smallmouth Bass,Illegal Introduction,44.48229143,-64.68930534
NINEMILE,Brook Trout,Natural Occurrence,44.69823551,-64.29920001
PEAR,Yellow Perch,Natural Occurrence,44.63784586,-64.62167968
PERNETTE,Smallmouth Bass,Illegal Introduction,44.31616625,-64.46970382
PINE,Brook Trout,Natural Occurrence,44.6678531,-64.5680315
PUBLICOVER,Yellow Perch,Natural Occurrence,44.28881203,-64.5167748
RHODENIZER,Smallmouth Bass,Illegal Introduction,44.45065499,-64.7099349
RHODES,Smallmouth Bass,Illegal Introduction,44.36608542,-64.40182527
RHYNO,White Perch,Natural Occurrence,44.42659055,-64.73560294
SAND,Yellow Perch,Natural Occurrence,44.78016047,-64.577591
SAWLER,Yellow Perch,Natural Occurrence,44.64660857,-64.06893793
SEVEN MILE,White Perch,Natural Occurrence,44.44432395,-64.75926373
SHINGLE  (EAST),Smallmouth Bass,Illegal Introduction,44.41458285,-64.81311027
SOUTH CANOE,White Sucker,Natural Occurrence,44.79305178,-64.32858297
STEVEMAN,White Perch,Natural Occurrence,44.38662169,-64.34103647
SUCKER,Smallmouth Bass,Illegal Introduction,44.48934433,-64.59321007
TEXAS,Smallmouth Bass,Illegal Introduction,44.60441968,-64.59805409
TIMBER,American Eel,Natural Occurrence,44.69102753,-64.17512095
VAUGHANS,Yellow Perch,Natural Occurrence,44.53377912,-64.35941249
WAGNER,Smallmouth Bass,Illegal Introduction,44.47234141,-64.6802926
WALLABACK,Smallmouth Bass,Illegal Introduction,44.81555149,-64.43327582
WENTZELL,Smallmouth Bass,Illegal Introduction,44.32370601,-64.450353
WHALEN,Brook Trout,Natural Occurrence,44.77742176,-64.42290335
WHETSTONE,Brook Trout,Natural Occurrence,44.6599109,-64.65244088
WILES,Brook Trout,Natural Occurrence,44.37455102,-64.5743284
WOOLENHAUPT,Atlantic Salmon,Natural Occurrence,44.41676975,-64.70021692
ZWICKERS STILLWATERS,Brook Trout,Natural Occurrence,44.51663393,-64.39999488
BLACK BROOK,Brook Trout,Natural Occurrence,45.4329722,-62.16873573
BOTANY BAY,Brook Trout,Natural Occurrence,45.47581216,-62.96238497
BURROUGHS,Brook Trout,Natural Occurrence,45.44307448,-62.43050021
CALDER,Three Spine Stickleback,Natural Occurrence,45.47136726,-62.63580251
CAMPBELL,Brook Trout,Natural Occurrence,45.49144953,-62.42028655
COLE,White Perch,Natural Occurrence,45.71802394,-62.64520258
D,Golden Shiner,Natural Occurrence,45.36747809,-62.30320384
DRYDEN,Yellow Perch,Natural Occurrence,45.39134975,-62.77735455
EDEN,Atlantic Salmon,Natural Occurrence,45.40084618,-62.29882004
ELBOW,Brook Trout,Natural Occurrence,45.34243472,-62.65377236
FORBES,Brook Trout,Natural Occurrence,45.49828734,-62.63788169
GAIRLOCH,Brook Trout,Natural Occurrence,45.48019867,-62.83423791
GALT,White Perch,Natural Occurrence,45.68413976,-62.31858419
GUNN,Brook Trout,Natural Occurrence,45.42122201,-62.18195852
INNER PICTOU HBR.,White Perch,Natural Occurrence,45.66668887,-62.73333652
JOHN MILLER,Yellow Perch,Natural Occurrence,45.36729303,-62.27350367
KING,Brook Trout,Natural Occurrence,45.58336725,-62.49999617
LANSDOWNE,Smallmouth Bass,Illegal Introduction,45.43823628,-62.82304545
MACKAYS,Brook Trout,Natural Occurrence,45.46454959,-62.1254835
MACKINNON,Brook Trout,Natural Occurrence,45.36178153,-62.52662053
MACLEANS,Brook Trout,Natural Occurrence,45.46564474,-62.61991341
MACPHERSON'S,Brook Trout,Natural Occurrence,45.46618223,-62.54530653
MILLDAM,Yellow Perch,Natural Occurrence,45.38182946,-62.28049595
NORMAN'S,Brook Trout,Natural Occurrence,45.42662031,-62.4341427
PATTERSONS POINT(NEAR GALT POND),Brook Trout,Natural Occurrence,45.69997825,-62.33333087
PIPER'S,Brook Trout,Natural Occurrence,45.3474079,-62.66124803
SUTHERLANDS,Atlantic Salmon,Natural Occurrence,45.43185228,-62.38411658
UPPER DAM,Yellow Perch,Natural Occurrence,45.38182946,-62.28049595
WHITE,Brook Trout,Natural Occurrence,45.37917132,-62.27295562
Z,Brook Trout,Natural Occurrence,45.37632345,-62.30715664
ANNIS,Smallmouth Bass,Illegal Introduction,44.32997337,-64.84018876
BAR,Chain Pickerel,Illegal Introduction,44.0069998,-64.72097287
BARNIE,Brook Trout,Natural Occurrence,44.37522626,-65.14625676
BEACH,Yellow Perch,Natural Occurrence,44.44463632,-64.99747955
BEAVERHEAD,Yellow Perch,Natural Occurrence,44.43562513,-65.14675852
BEAVERTAIL,White Perch,Natural Occurrence,44.3293088,-64.78564669
BEAVERTAIL BASIN,Yellow Perch,Natural Occurrence,44.3293088,-64.78564669
BIG ROBERTSON,Yellow Perch,Natural Occurrence,43.8802782,-64.89439951
BIG SIXTEEN MILE BAY,White Perch,Natural Occurrence,44.24998986,-64.96666604
BLACK RATTLE,White Perch,Natural Occurrence,44.3389607,-64.81868042
BROPHY,Yellow Perch,Natural Occurrence,44.17907646,-65.2525435
CADEUSKY,White Perch,Natural Occurrence,44.15128125,-65.2237508
CANNON,Smallmouth Bass,Illegal Introduction,44.34925266,-65.14389051
DUNN (EAST),White Perch,Natural Occurrence,44.26551099,-65.28395748
DUNN (WEST),Brook Trout,Natural Occurrence,44.26551099,-65.28395748
EIGHTH,Brook Trout,Natural Occurrence,44.12682335,-65.22680732
FIRST BEAVER,Brook Trout,Natural Occurrence,44.21597901,-65.33371563
FIRST CHRISTOPHER,White Perch,Natural Occurrence,44.33296686,-64.96839703
FIRST RING,Yellow Perch,Natural Occurrence,44.25242416,-65.2447459
GREAT PINE,Yellow Perch,Natural Occurrence,44.21727117,-65.37582827
HARLOW,Yellow Perch,Natural Occurrence,44.28419039,-65.28628565
HARMONY,White Perch,Natural Occurrence,44.39715144,-65.10496828
HEN,Yellow Perch,Natural Occurrence,44.42558071,-65.00090062
HERRING COVE,Smallmouth Bass,Illegal Introduction,44.12470916,-64.71853809
HIDDEN HILLS,Rainbow Trout,Legal Introduction,44.34998125,-64.84999906
HOG,Brook Trout,Natural Occurrence,44.37780918,-64.91496906
HUNT,White Perch,Natural Occurrence,44.37749404,-65.00158391
JORDAN,Brown Bullhead,Natural Occurrence,44.08306605,-65.23613069
LITTLE PONHOOK,Brook Trout,Natural Occurrence,44.30117394,-64.85072173
LITTLE ROBERTSON,Brown Trout,Legal Introduction,43.88710949,-64.90050445
LITTLE SILVER,Yellow Perch,Natural Occurrence,44.17776322,-65.28240482
LITTLE TUPPER,White Perch,Natural Occurrence,44.42344514,-64.96315316
MARY,White Perch,Natural Occurrence,44.37134303,-65.02366528
MCGOWAN,Brook Trout,Natural Occurrence,44.4285525,-65.05658284
MEAGHER,Yellow Perch,Natural Occurrence,44.35069804,-65.02019417
MENCHAN,Brook Trout,Natural Occurrence,44.33495895,-65.10893772
MINARD,Brook Trout,Natural Occurrence,44.42469052,-65.16800352
MOLEGA,White Perch,Natural Occurrence,44.3624945,-64.85004156
MORTON,Yellow Perch,Natural Occurrence,44.27701699,-65.28484195
NICKERSON'S,Smallmouth Bass,Illegal Introduction,44.0747391,-64.70667557
PATH,Chain Pickerel,Illegal Introduction,43.87152373,-64.92794962
PONHOOK,Smallmouth Bass,Illegal Introduction,44.31357734,-64.88500432
ROBERTSON,Chain Pickerel,Illegal Introduction,43.8802782,-64.89439951
ROSSIGNOL,White Perch,Natural Occurrence,44.20004146,-65.11670689
SCOTT,Smallmouth Bass,Illegal Introduction,44.37327411,-65.08150695
SECOND BEAVER,Yellow Perch,Natural Occurrence,44.21045228,-65.322182
SECOND CHRISTOPHER,Brook Trout,Natural Occurrence,44.32119811,-64.98774212
SECOND RING,Brook Trout,Natural Occurrence,44.11041287,-65.09489778
SISKECH,Yellow Perch,Natural Occurrence,44.25762863,-65.34854157
TELFER,White Perch,Natural Occurrence,44.29838581,-65.04076251
THIRD CHRISTOPHER,White Perch,Natural Occurrence,44.31217661,-65.01958642
TOBEATIC,Brook Trout,Natural Occurrence,44.20154755,-65.28158376
TURTLE,Brook Trout,Natural Occurrence,44.36327835,-65.13527873
VICTORIA,Brown Trout,Legal Introduction,43.99781101,-64.68509907
WAGNERS,Brook Trout,Natural Occurrence,44.0835952,-64.58570005
BARREN HILL,Brook Trout,Natural Occurrence,45.70456473,-60.58925843
BENJAMINS,Brook Trout,Natural Occurrence,45.73875658,-60.61440811
BUCHANAN,Brook Trout,Natural Occurrence,45.64692217,-61.10269228
CONDON,White Perch,Natural Occurrence,45.64327228,-60.78965204
DUNCANS,White Perch,Natural Occurrence,45.60484214,-60.72571023
FERGUSON,White Perch,Natural Occurrence,45.64947864,-60.60638313
GARRETS,Brook Trout,Natural Occurrence,45.64541804,-60.77500217
L'ARDOISE LONG,Brook Trout,Natural Occurrence,45.63060564,-60.7267335
LAUCHLIN,White Perch,Natural Occurrence,45.65174682,-61.12778737
MACKENZIES,Brook Trout,Natural Occurrence,45.71519362,-60.83208388
MACLEODS,Rainbow Trout,Legal Introduction,45.6875216,-60.71018545
POTTIE,White Perch,Natural Occurrence,45.52562839,-61.00991363
SAMPSON,Brook Trout,Natural Occurrence,45.60625315,-61.04492002
SEC,White Perch,Natural Occurrence,45.56155658,-61.00553133
SHAW,Brook Trout,Natural Occurrence,45.54316319,-61.00891053
UIST,Atlantic Salmon,Natural Occurrence,45.79682362,-60.56799947
UPPER MARIE JOSEPH,Brook Trout,Natural Occurrence,45.6891446,-60.41515303
ALVIN,Brook Trout,Natural Occurrence,43.72327894,-65.40085009
BACK,Yellow Perch,Natural Occurrence,43.99660205,-65.4231238
BEAVERDAM,Yellow Perch,Natural Occurrence,43.90299595,-65.3875935
CANADA HILL,Brook Trout,Natural Occurrence,43.81088339,-65.1331822
CANADA HILL BOG,Brook Trout,Natural Occurrence,43.81088339,-65.1331822
CHURCHOVER,Yellow Perch,Natural Occurrence,43.70622108,-65.38130365
CLAMSHELL,Smallmouth Bass,Illegal Introduction,44.04191866,-65.47625663
COURTNEY,Brook Trout,Natural Occurrence,43.82268035,-65.37488778
DECEPTION,Smallmouth Bass,Illegal Introduction,43.901002,-65.37527371
DEXTER,Yellow Perch,Natural Occurrence,43.64317482,-65.35624564
GEORGE,Chain Pickerel,Illegal Introduction,43.80185397,-65.29702658
GREENWOOD,Yellow Perch,Natural Occurrence,43.5978337,-65.42331993
HALFMOON,Yellow Perch,Natural Occurrence,44.20318901,-65.3862629
HANDSLED,Yellow Perch,Natural Occurrence,44.19979907,-65.3674667
HARPERS,Brook Trout,Natural Occurrence,43.80596176,-65.45867506
JUNCTION,Yellow Perch,Natural Occurrence,44.22702998,-65.39137066
LITTLE TOBEATIC,White Perch,Natural Occurrence,44.25242416,-65.2447459
LONGVIEW,Brook Trout,Natural Occurrence,44.08874364,-65.30824382
MCKAY (EAST),Yellow Perch,Natural Occurrence,43.91870552,-65.40695494
MCKAY (WEST),Yellow Perch,Natural Occurrence,43.91870552,-65.40695494
MINK,Yellow Perch,Natural Occurrence,44.14810039,-65.42426536
MULLINS,Brook Trout,Natural Occurrence,44.1201723,-65.28097278
ODGEN,Brook Trout,Natural Occurrence,43.77701614,-65.21434935
PHILIP,Yellow Perch,Natural Occurrence,43.9707347,-65.42020129
ROSEWAY,Yellow Perch,Natural Occurrence,44.17147906,-65.39579065
SILVERY,Brook Trout,Natural Occurrence,44.13273415,-65.39731044
SKUDIAK,Yellow Perch,Natural Occurrence,44.13309084,-65.42306337
TIDNEY MEADOWS,Brook Trout,Natural Occurrence,43.84997896,-65.03332922
WAINWRIGHT,Brook Trout,Natural Occurrence,44.14838635,-65.39364296
WALLS,Chain Pickerel,Illegal Introduction,43.77443518,-65.06865216
WELSHTOWN,Brook Trout,Natural Occurrence,43.84316862,-65.40688714
WEST HORESHOE,Smallmouth Bass,Illegal Introduction,44.03484385,-65.4828132
BELL,Brook Trout,Natural Occurrence,46.29084708,-60.73351985
BONNIE,Brook Trout,Natural Occurrence,46.38106666,-60.68157961
